"有偶人數","有偶比例","行政區域","統計年月","縣市"
377,68.3,"梓官區梓平里",10407,"高雄市"
573,62.9,"梓官區梓和里",10407,"高雄市"
583,65.58,"梓官區梓信里",10407,"高雄市"
500,56.5,"梓官區梓義里",10407,"高雄市"
706,64.71,"梓官區智蚵里",10407,"高雄市"
426,51.89,"梓官區禮蚵里",10407,"高雄市"
476,60.03,"彌陀區文安里",10407,"高雄市"
325,63.23,"彌陀區光和里",10407,"高雄市"
461,59.95,"彌陀區南寮里",10407,"高雄市"
188,54.02,"彌陀區海尾里",10407,"高雄市"
232,59.18,"彌陀區過港里",10407,"高雄市"
241,55.15,"彌陀區漯底里",10407,"高雄市"
149,59.36,"彌陀區彌仁里",10407,"高雄市"
448,65.31,"彌陀區彌陀里",10407,"高雄市"
470,63.51,"彌陀區彌靖里",10407,"高雄市"
185,65.14,"彌陀區彌壽里",10407,"高雄市"
426,60.6,"彌陀區舊港里",10407,"高雄市"
505,60.12,"彌陀區鹽埕里",10407,"高雄市"
477,61.79,"永安區永安里",10407,"高雄市"
563,61.94,"永安區永華里",10407,"高雄市"
761,63.74,"永安區保寧里",10407,"高雄市"
718,63.6,"永安區新港里",10407,"高雄市"
936,60.94,"永安區維新里",10407,"高雄市"
118,57.28,"永安區鹽田里",10407,"高雄市"
250,55.07,"茄萣區大定里",10407,"高雄市"
393,54.51,"茄萣區白雲里",10407,"高雄市"
220,55.56,"茄萣區光定里",10407,"高雄市"
274,57.56,"茄萣區吉定里",10407,"高雄市"
259,56.55,"茄萣區和協里",10407,"高雄市"
689,61.52,"茄萣區保定里",10407,"高雄市"
1184,60.94,"茄萣區崎漏里",10407,"高雄市"
196,50.52,"茄萣區萬福里",10407,"高雄市"
394,61.95,"茄萣區嘉安里",10407,"高雄市"
269,53.48,"茄萣區嘉定里",10407,"高雄市"
242,52.38,"茄萣區嘉泰里",10407,"高雄市"
214,51.2,"茄萣區嘉福里",10407,"高雄市"
424,62.72,"茄萣區嘉樂里",10407,"高雄市"
956,67.51,"茄萣區嘉賜里",10407,"高雄市"
199,51.96,"茄萣區福德里",10407,"高雄市"
1015,67.35,"湖內區大湖里",10407,"高雄市"
504,56.25,"湖內區中賢里",10407,"高雄市"
602,67.26,"湖內區公舘里",10407,"高雄市"
224,64,"湖內區太爺里",10407,"高雄市"
282,60.26,"湖內區文賢里",10407,"高雄市"
261,63.35,"湖內區田尾里",10407,"高雄市"
174,57.81,"湖內區忠興里",10407,"高雄市"
267,60.41,"湖內區海山里",10407,"高雄市"
417,60.79,"湖內區海埔里",10407,"高雄市"
966,64.88,"湖內區湖內里",10407,"高雄市"
680,56.38,"湖內區湖東里",10407,"高雄市"
275,56.82,"湖內區逸賢里",10407,"高雄市"
647,64.89,"湖內區葉厝里",10407,"高雄市"
206,48.93,"湖內區劉家里",10407,"高雄市"
200,59,"路竹區三爺里",10407,"高雄市"
566,62.54,"路竹區下坑里",10407,"高雄市"
770,66.15,"路竹區文北里",10407,"高雄市"
629,69.12,"路竹區文南里",10407,"高雄市"
313,64.8,"路竹區北嶺里",10407,"高雄市"
468,64.11,"路竹區甲北里",10407,"高雄市"
741,65.87,"路竹區甲南里",10407,"高雄市"
571,65.03,"路竹區竹西里",10407,"高雄市"
1005,70.82,"路竹區竹東里",10407,"高雄市"
757,62.72,"路竹區竹南里",10407,"高雄市"
391,61.09,"路竹區竹園里",10407,"高雄市"
783,66.08,"路竹區竹滬里",10407,"高雄市"
205,57.1,"路竹區社中里",10407,"高雄市"
572,59.9,"路竹區社西里",10407,"高雄市"
423,61.22,"路竹區社東里",10407,"高雄市"
1246,71.69,"路竹區社南里",10407,"高雄市"
285,72.34,"路竹區後鄉里",10407,"高雄市"
290,63.04,"路竹區頂寮里",10407,"高雄市"
317,67.59,"路竹區新達里",10407,"高雄市"
520,68.97,"路竹區鴨寮里",10407,"高雄市"
490,66.67,"阿蓮區中路里",10407,"高雄市"
272,61.54,"阿蓮區玉庫里",10407,"高雄市"
291,56.73,"阿蓮區石安里",10407,"高雄市"
541,62.62,"阿蓮區和蓮里",10407,"高雄市"
1209,64.79,"阿蓮區阿蓮里",10407,"高雄市"
350,59.12,"阿蓮區青旗里",10407,"高雄市"
753,65.14,"阿蓮區南蓮里",10407,"高雄市"
203,68.81,"阿蓮區崗山里",10407,"高雄市"
633,62.3,"阿蓮區清蓮里",10407,"高雄市"
381,61.95,"阿蓮區復安里",10407,"高雄市"
507,65.25,"阿蓮區港後里",10407,"高雄市"
309,62.55,"阿蓮區峯山里",10407,"高雄市"
258,61.58,"田寮區七星里",10407,"高雄市"
125,60.1,"田寮區三和里",10407,"高雄市"
112,56.85,"田寮區大同里",10407,"高雄市"
166,58.66,"田寮區古亭里",10407,"高雄市"
112,56.57,"田寮區田寮里",10407,"高雄市"
222,56.49,"田寮區西德里",10407,"高雄市"
304,54.77,"田寮區南安里",10407,"高雄市"
229,58.72,"田寮區崇德里",10407,"高雄市"
99,59.64,"田寮區鹿埔里",10407,"高雄市"
353,62.37,"田寮區新興里",10407,"高雄市"
784,63.48,"燕巢區安招里",10407,"高雄市"
265,59.68,"燕巢區尖山里",10407,"高雄市"
833,62.44,"燕巢區西燕里",10407,"高雄市"
688,64.24,"燕巢區角宿里",10407,"高雄市"
540,64.13,"燕巢區東燕里",10407,"高雄市"
117,58.5,"燕巢區金山里",10407,"高雄市"
949,59.72,"燕巢區南燕里",10407,"高雄市"
596,58.43,"燕巢區深水里",10407,"高雄市"
572,58.55,"燕巢區鳳雄里",10407,"高雄市"
447,53.15,"燕巢區橫山里",10407,"高雄市"
558,68.22,"燕巢區瓊林里",10407,"高雄市"
145,51.24,"左營區中北里",10407,"高雄市"
136,53.13,"左營區中南里",10407,"高雄市"
329,66.87,"左營區永清里",10407,"高雄市"
673,56.46,"左營區光輝里",10407,"高雄市"
625,54.73,"左營區合群里",10407,"高雄市"
101,52.88,"左營區自助里",10407,"高雄市"
893,56.84,"左營區尾北里",10407,"高雄市"
276,57.98,"左營區尾西里",10407,"高雄市"
182,49.46,"左營區尾南里",10407,"高雄市"
268,58.9,"左營區明建里",10407,"高雄市"
353,41.58,"左營區果峰里",10407,"高雄市"
372,46.79,"左營區果惠里",10407,"高雄市"
751,50.85,"左營區果貿里",10407,"高雄市"
130,55.79,"左營區城南里",10407,"高雄市"
430,47.62,"左營區屏山里",10407,"高雄市"
1227,43.87,"左營區海勝里",10407,"高雄市"
363,46.9,"左營區埤北里",10407,"高雄市"
232,52.13,"左營區埤西里",10407,"高雄市"
274,50.93,"左營區埤東里",10407,"高雄市"
1049,59.74,"左營區崇實里",10407,"高雄市"
107,47.14,"左營區祥和里",10407,"高雄市"
427,54.05,"左營區莒光里",10407,"高雄市"
141,51.27,"左營區頂北里",10407,"高雄市"
248,54.39,"左營區頂西里",10407,"高雄市"
8223,64.62,"左營區菜公里",10407,"高雄市"
531,32.92,"左營區進學里",10407,"高雄市"
3735,61.69,"左營區新下里",10407,"高雄市"
7444,62.65,"左營區新上里",10407,"高雄市"
1325,65.17,"左營區新中里",10407,"高雄市"
3822,63.65,"左營區新光里",10407,"高雄市"
187,49.73,"左營區聖后里",10407,"高雄市"
82,47.67,"左營區聖西里",10407,"高雄市"
123,55.91,"左營區聖南里",10407,"高雄市"
186,58.13,"左營區路東里",10407,"高雄市"
10067,62.54,"左營區福山里",10407,"高雄市"
193,42.42,"左營區廟北里",10407,"高雄市"
183,48.93,"左營區廟東里",10407,"高雄市"
101,45.7,"左營區廍北里",10407,"高雄市"
138,46,"左營區廍南里",10407,"高雄市"
178,57.42,"橋頭區三德里",10407,"高雄市"
164,58.99,"橋頭區中崎里",10407,"高雄市"
937,63.57,"橋頭區仕和里",10407,"高雄市"
603,62.16,"橋頭區仕隆里",10407,"高雄市"
654,63.99,"橋頭區仕豐里",10407,"高雄市"
499,61.83,"橋頭區甲北里",10407,"高雄市"
609,62.27,"橋頭區甲南里",10407,"高雄市"
816,59.65,"橋頭區白樹里",10407,"高雄市"
344,59.72,"橋頭區西林里",10407,"高雄市"
298,63.95,"橋頭區芋寮里",10407,"高雄市"
585,65.29,"橋頭區東林里",10407,"高雄市"
373,64.53,"橋頭區頂鹽里",10407,"高雄市"
373,63.44,"橋頭區筆秀里",10407,"高雄市"
564,64.02,"橋頭區新莊里",10407,"高雄市"
343,59.76,"橋頭區德松里",10407,"高雄市"
326,62.21,"橋頭區橋南里",10407,"高雄市"
643,65.61,"橋頭區橋頭里",10407,"高雄市"
227,63.06,"岡山區三和里",10407,"高雄市"
239,57.04,"岡山區大莊里",10407,"高雄市"
322,63.26,"岡山區大遼里",10407,"高雄市"
546,56.99,"岡山區仁義里",10407,"高雄市"
894,60.41,"岡山區仁壽里",10407,"高雄市"
1478,66.13,"岡山區台上里",10407,"高雄市"
339,62.89,"岡山區平安里",10407,"高雄市"
490,62.82,"岡山區本洲里",10407,"高雄市"
506,66.06,"岡山區白米里",10407,"高雄市"
493,66.09,"岡山區石潭里",10407,"高雄市"
1817,66.51,"岡山區竹圍里",10407,"高雄市"
833,61.93,"岡山區協和里",10407,"高雄市"
572,61.97,"岡山區協榮里",10407,"高雄市"
87,72.5,"岡山區和平里",10407,"高雄市"
1151,58.37,"岡山區岡山里",10407,"高雄市"
702,51.58,"岡山區忠孝里",10407,"高雄市"
493,60.42,"岡山區信義里",10407,"高雄市"
700,57.85,"岡山區前峰里",10407,"高雄市"
1375,60.04,"岡山區後協里",10407,"高雄市"
1107,61.36,"岡山區後紅里",10407,"高雄市"
155,57.62,"岡山區為隨里",10407,"高雄市"
1057,64.1,"岡山區程香里",10407,"高雄市"
427,65.39,"岡山區華崗里",10407,"高雄市"
432,64.77,"岡山區嘉峰里",10407,"高雄市"
919,64.04,"岡山區嘉興里",10407,"高雄市"
931,62.07,"岡山區壽天里",10407,"高雄市"
612,62.83,"岡山區壽峰里",10407,"高雄市"
1001,63.07,"岡山區碧紅里",10407,"高雄市"
243,56.91,"岡山區福興里",10407,"高雄市"
262,55.74,"岡山區維仁里",10407,"高雄市"
354,58.9,"岡山區劉厝里",10407,"高雄市"
219,64.22,"岡山區潭底里",10407,"高雄市"
465,67.59,"岡山區灣裡里",10407,"高雄市"
177,61.25,"鳥松區大竹里",10407,"高雄市"
3031,70.02,"鳥松區大華里",10407,"高雄市"
1647,60.71,"鳥松區仁美里",10407,"高雄市"
2974,58.43,"鳥松區鳥松里",10407,"高雄市"
1024,65.35,"鳥松區華美里",10407,"高雄市"
1505,67.37,"鳥松區夢裡里",10407,"高雄市"
956,65.79,"鳥松區坔埔里",10407,"高雄市"
4597,67.33,"仁武區八卦里",10407,"高雄市"
1158,62.59,"仁武區大灣里",10407,"高雄市"
400,48.54,"仁武區中華里",10407,"高雄市"
1181,64.29,"仁武區五和里",10407,"高雄市"
1071,69.68,"仁武區仁和里",10407,"高雄市"
1470,61.45,"仁武區仁武里",10407,"高雄市"
644,69.92,"仁武區仁慈里",10407,"高雄市"
198,58.93,"仁武區仁福里",10407,"高雄市"
2413,65.36,"仁武區文武里",10407,"高雄市"
605,58.97,"仁武區竹後里",10407,"高雄市"
733,62.86,"仁武區考潭里",10407,"高雄市"
1565,68.31,"仁武區赤山里",10407,"高雄市"
668,59.91,"仁武區後安里",10407,"高雄市"
802,60.26,"仁武區烏林里",10407,"高雄市"
427,55.74,"仁武區高楠里",10407,"高雄市"
2035,65.54,"仁武區灣內里",10407,"高雄市"
642,55.25,"大社區三奶里",10407,"高雄市"
1315,60.07,"大社區大社里",10407,"高雄市"
737,55.33,"大社區中里里",10407,"高雄市"
820,62.36,"大社區保安里",10407,"高雄市"
821,62.43,"大社區保社里",10407,"高雄市"
1209,58.52,"大社區神農里",10407,"高雄市"
244,55.96,"大社區嘉誠里",10407,"高雄市"
419,59.18,"大社區翠屏里",10407,"高雄市"
1422,64.29,"大社區觀音里",10407,"高雄市"
1140,57,"大樹區九曲里",10407,"高雄市"
242,61.73,"大樹區三和里",10407,"高雄市"
994,61.28,"大樹區久堂里",10407,"高雄市"
332,63,"大樹區大坑里",10407,"高雄市"
578,64.37,"大樹區大樹里",10407,"高雄市"
304,62.68,"大樹區小坪里",10407,"高雄市"
332,61.6,"大樹區井腳里",10407,"高雄市"
496,58.42,"大樹區水安里",10407,"高雄市"
469,58.99,"大樹區水寮里",10407,"高雄市"
660,65.48,"大樹區竹寮里",10407,"高雄市"
188,60.45,"大樹區和山里",10407,"高雄市"
210,62.13,"大樹區姑山里",10407,"高雄市"
143,58.37,"大樹區統嶺里",10407,"高雄市"
380,62.4,"大樹區溪埔里",10407,"高雄市"
193,52.45,"大樹區興山里",10407,"高雄市"
325,61.9,"大樹區興田里",10407,"高雄市"
320,62.75,"大樹區龍目里",10407,"高雄市"
849,62.06,"大樹區檨腳里",10407,"高雄市"
1151,60.61,"大寮區三隆里",10407,"高雄市"
577,60.61,"大寮區上寮里",10407,"高雄市"
1678,59.86,"大寮區大寮里",10407,"高雄市"
1784,56.35,"大寮區山頂里",10407,"高雄市"
2716,61.69,"大寮區中庄里",10407,"高雄市"
1602,53.26,"大寮區中興里",10407,"高雄市"
1387,51.95,"大寮區內坑里",10407,"高雄市"
1750,61.25,"大寮區永芳里",10407,"高雄市"
43,39.45,"大寮區光武里",10407,"高雄市"
465,61.51,"大寮區江山里",10407,"高雄市"
149,49.5,"大寮區忠義里",10407,"高雄市"
590,64.62,"大寮區前庄里",10407,"高雄市"
1928,60.12,"大寮區後庄里",10407,"高雄市"
374,61.31,"大寮區拷潭里",10407,"高雄市"
956,58.54,"大寮區昭明里",10407,"高雄市"
1052,62.47,"大寮區琉球里",10407,"高雄市"
931,64.16,"大寮區翁園里",10407,"高雄市"
411,57.56,"大寮區新厝里",10407,"高雄市"
1469,50.43,"大寮區會社里",10407,"高雄市"
397,57.45,"大寮區會結里",10407,"高雄市"
365,63.92,"大寮區溪寮里",10407,"高雄市"
478,55.45,"大寮區義仁里",10407,"高雄市"
556,62.19,"大寮區義和里",10407,"高雄市"
669,61.26,"大寮區過溪里",10407,"高雄市"
710,62.39,"大寮區潮寮里",10407,"高雄市"
672,52.42,"林園區中汕里",10407,"高雄市"
449,57.94,"林園區中芸里",10407,"高雄市"
613,57.56,"林園區中門里",10407,"高雄市"
666,56.06,"林園區中厝里",10407,"高雄市"
669,52.59,"林園區五福里",10407,"高雄市"
812,66.72,"林園區仁愛里",10407,"高雄市"
567,55.05,"林園區文賢里",10407,"高雄市"
985,64.04,"林園區王公里",10407,"高雄市"
485,54.99,"林園區北汕里",10407,"高雄市"
214,50.71,"林園區西汕里",10407,"高雄市"
807,58.18,"林園區西溪里",10407,"高雄市"
258,54.43,"林園區東汕里",10407,"高雄市"
771,62.18,"林園區東林里",10407,"高雄市"
435,51,"林園區林內里",10407,"高雄市"
287,51.43,"林園區林家里",10407,"高雄市"
842,58.88,"林園區林園里",10407,"高雄市"
1164,59.21,"林園區頂厝里",10407,"高雄市"
448,57.36,"林園區港埔里",10407,"高雄市"
407,60.57,"林園區港嘴里",10407,"高雄市"
873,57.47,"林園區溪州里",10407,"高雄市"
461,57.77,"林園區鳳芸里",10407,"高雄市"
835,61.53,"林園區廣應里",10407,"高雄市"
590,57.28,"林園區潭頭里",10407,"高雄市"
454,58.51,"林園區龔厝里",10407,"高雄市"
830,57.56,"鳳山區一甲里",10407,"高雄市"
1227,63.84,"鳳山區二甲里",10407,"高雄市"
296,63.25,"鳳山區三民里",10407,"高雄市"
1180,62.93,"鳳山區大德里",10407,"高雄市"
948,50.61,"鳳山區中正里",10407,"高雄市"
1128,54.15,"鳳山區中民里",10407,"高雄市"
934,59.83,"鳳山區中和里",10407,"高雄市"
681,57.71,"鳳山區中崙里",10407,"高雄市"
1080,52.43,"鳳山區中榮里",10407,"高雄市"
822,59.39,"鳳山區五福里",10407,"高雄市"
893,59.1,"鳳山區天興里",10407,"高雄市"
1651,61.13,"鳳山區文山里",10407,"高雄市"
906,60.81,"鳳山區文英里",10407,"高雄市"
2354,60.59,"鳳山區文華里",10407,"高雄市"
2664,61.2,"鳳山區文福里",10407,"高雄市"
2687,63.42,"鳳山區文德里",10407,"高雄市"
1227,61.81,"鳳山區文衡里",10407,"高雄市"
1035,56.87,"鳳山區北門里",10407,"高雄市"
1660,59.95,"鳳山區正義里",10407,"高雄市"
533,57.25,"鳳山區生明里",10407,"高雄市"
368,55.59,"鳳山區光明里",10407,"高雄市"
194,58.97,"鳳山區成功里",10407,"高雄市"
1821,60.44,"鳳山區老爺里",10407,"高雄市"
1004,60.77,"鳳山區協和里",10407,"高雄市"
623,61.68,"鳳山區和德里",10407,"高雄市"
1478,65.86,"鳳山區和興里",10407,"高雄市"
1577,59.85,"鳳山區忠孝里",10407,"高雄市"
1289,60.4,"鳳山區忠義里",10407,"高雄市"
925,64.96,"鳳山區忠誠里",10407,"高雄市"
1432,53.51,"鳳山區東門里",10407,"高雄市"
692,55.54,"鳳山區武松里",10407,"高雄市"
1326,62.25,"鳳山區武漢里",10407,"高雄市"
657,62.33,"鳳山區武慶里",10407,"高雄市"
1955,71.45,"鳳山區保安里",10407,"高雄市"
2259,65.92,"鳳山區南成里",10407,"高雄市"
723,60.3,"鳳山區南和里",10407,"高雄市"
290,58.82,"鳳山區南興里",10407,"高雄市"
784,57.99,"鳳山區海光里",10407,"高雄市"
1110,65.6,"鳳山區海洋里",10407,"高雄市"
889,58.1,"鳳山區國光里",10407,"高雄市"
1070,58.41,"鳳山區國泰里",10407,"高雄市"
723,62.98,"鳳山區國富里",10407,"高雄市"
637,52.64,"鳳山區國隆里",10407,"高雄市"
1625,60.3,"鳳山區埤頂里",10407,"高雄市"
543,56.56,"鳳山區曹公里",10407,"高雄市"
543,41.04,"鳳山區富甲里",10407,"高雄市"
664,63.06,"鳳山區富榮里",10407,"高雄市"
1449,59.14,"鳳山區善美里",10407,"高雄市"
820,64.26,"鳳山區新甲里",10407,"高雄市"
601,58.35,"鳳山區新武里",10407,"高雄市"
1147,63.48,"鳳山區新泰里",10407,"高雄市"
1482,65.29,"鳳山區新強里",10407,"高雄市"
1079,59.38,"鳳山區新富里",10407,"高雄市"
1191,64.07,"鳳山區新樂里",10407,"高雄市"
583,37.16,"鳳山區新興里",10407,"高雄市"
1344,59.89,"鳳山區瑞竹里",10407,"高雄市"
1301,59.14,"鳳山區瑞興里",10407,"高雄市"
517,53.52,"鳳山區誠信里",10407,"高雄市"
713,54.76,"鳳山區誠智里",10407,"高雄市"
1216,72.42,"鳳山區誠義里",10407,"高雄市"
571,56.76,"鳳山區誠德里",10407,"高雄市"
3876,67.86,"鳳山區過埤里",10407,"高雄市"
767,62.51,"鳳山區福祥里",10407,"高雄市"
1097,60.08,"鳳山區福誠里",10407,"高雄市"
1537,60.61,"鳳山區福興里",10407,"高雄市"
1731,67.25,"鳳山區鳳東里",10407,"高雄市"
318,58.03,"鳳山區鳳崗里",10407,"高雄市"
130,53.5,"鳳山區縣口里",10407,"高雄市"
230,56.37,"鳳山區縣衙里",10407,"高雄市"
245,61.56,"鳳山區興中里",10407,"高雄市"
1000,60.24,"鳳山區興仁里",10407,"高雄市"
774,59.77,"鳳山區龍成里",10407,"高雄市"
1906,59.71,"鳳山區鎮北里",10407,"高雄市"
1350,59.71,"鳳山區鎮西里",10407,"高雄市"
612,53.87,"鳳山區鎮東里",10407,"高雄市"
1264,59.18,"鳳山區鎮南里",10407,"高雄市"
1182,58.2,"小港區二苓里",10407,"高雄市"
905,60.74,"小港區三苓里",10407,"高雄市"
652,59.11,"小港區大坪里",10407,"高雄市"
760,60.08,"小港區大苓里",10407,"高雄市"
631,57.1,"小港區小港里",10407,"高雄市"
3144,59.2,"小港區山明里",10407,"高雄市"
903,59.53,"小港區山東里",10407,"高雄市"
924,60.39,"小港區中厝里",10407,"高雄市"
813,68.43,"小港區六苓里",10407,"高雄市"
1187,58.91,"小港區孔宅里",10407,"高雄市"
1195,60.94,"小港區正苓里",10407,"高雄市"
744,64.03,"小港區合作里",10407,"高雄市"
957,60.08,"小港區宏亮里",10407,"高雄市"
1459,60.49,"小港區坪頂里",10407,"高雄市"
1777,59.63,"小港區店鎮里",10407,"高雄市"
996,65.1,"小港區松山里",10407,"高雄市"
726,61.21,"小港區松金里",10407,"高雄市"
617,50.7,"小港區青島里",10407,"高雄市"
2207,62.57,"小港區桂林里",10407,"高雄市"
1039,67.56,"小港區泰山里",10407,"高雄市"
1117,59.38,"小港區高松里",10407,"高雄市"
998,64.64,"小港區港口里",10407,"高雄市"
782,64.36,"小港區港正里",10407,"高雄市"
729,62.58,"小港區港后里",10407,"高雄市"
842,56.66,"小港區港明里",10407,"高雄市"
635,46.79,"小港區港南里",10407,"高雄市"
520,62.35,"小港區港墘里",10407,"高雄市"
674,58.41,"小港區港興里",10407,"高雄市"
1337,59.45,"小港區順苓里",10407,"高雄市"
883,63.16,"小港區廈莊里",10407,"高雄市"
1086,54.03,"小港區鳳林里",10407,"高雄市"
643,58.83,"小港區鳳宮里",10407,"高雄市"
781,54.39,"小港區鳳森里",10407,"高雄市"
1276,52.73,"小港區鳳源里",10407,"高雄市"
968,51.65,"小港區鳳鳴里",10407,"高雄市"
866,52.42,"小港區鳳興里",10407,"高雄市"
1079,54.52,"小港區龍鳳里",10407,"高雄市"
1236,61.37,"小港區濟南里",10407,"高雄市"
343,49.78,"鼓山區山下里",10407,"高雄市"
274,54.91,"鼓山區內惟里",10407,"高雄市"
916,59.87,"鼓山區平和里",10407,"高雄市"
523,57.92,"鼓山區正德里",10407,"高雄市"
646,56.72,"鼓山區民強里",10407,"高雄市"
306,54.35,"鼓山區民族里",10407,"高雄市"
275,43.72,"鼓山區光化里",10407,"高雄市"
805,55.14,"鼓山區光榮里",10407,"高雄市"
188,55.95,"鼓山區自強里",10407,"高雄市"
184,51.25,"鼓山區延平里",10407,"高雄市"
949,55.37,"鼓山區忠正里",10407,"高雄市"
4943,60.88,"鼓山區明誠里",10407,"高雄市"
336,50.37,"鼓山區河邊里",10407,"高雄市"
1200,62.27,"鼓山區前峰里",10407,"高雄市"
801,53.08,"鼓山區厚生里",10407,"高雄市"
590,62.3,"鼓山區建國里",10407,"高雄市"
239,49.48,"鼓山區哨船頭里",10407,"高雄市"
167,41.34,"鼓山區峰南里",10407,"高雄市"
187,62.75,"鼓山區桃源里",10407,"高雄市"
290,53.9,"鼓山區惠安里",10407,"高雄市"
149,44.61,"鼓山區登山里",10407,"高雄市"
1080,58.98,"鼓山區華豐里",10407,"高雄市"
508,50.5,"鼓山區雄峰里",10407,"高雄市"
229,49.25,"鼓山區新民里",10407,"高雄市"
876,58.24,"鼓山區裕興里",10407,"高雄市"
714,59.85,"鼓山區裕豐里",10407,"高雄市"
241,41.2,"鼓山區鼓岩里",10407,"高雄市"
434,46.22,"鼓山區鼓峰里",10407,"高雄市"
262,42.26,"鼓山區壽山里",10407,"高雄市"
332,49.11,"鼓山區綠川里",10407,"高雄市"
311,55.44,"鼓山區維生里",10407,"高雄市"
272,55.74,"鼓山區樹德里",10407,"高雄市"
282,44.48,"鼓山區興宗里",10407,"高雄市"
4929,63.12,"鼓山區龍子里",10407,"高雄市"
282,48.87,"鼓山區龍井里",10407,"高雄市"
6767,63.39,"鼓山區龍水里",10407,"高雄市"
224,50.34,"鼓山區麗興里",10407,"高雄市"
348,32.43,"鼓山區寶樹里",10407,"高雄市"
